id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
756821450580517219,Masaryk - Polanco 3BR Cozy Apartment with Parking,442065952,Ricardo,,Miguel Hidalgo,19.4325716,-99.19090729999999,Entire home/apt,1748,1,4,2022-12-19,2.93,34,347,4,
760163478512413004,Work Remotely at Heart of Roma Norte -Near Reforma,442065952,Ricardo,,Cuauhtémoc,19.4194722,-99.1555394,Entire home/apt,1004,1,2,2022-12-27,2,34,350,2,
760167045211219021,Cómoda habitación en zona céntrica,487709647,Aime,,Cuauhtémoc,19.45516,-99.1417625,Private room,307,1,1,2022-12-24,1,1,363,1,
756836000414690668,Stunning Condesa Apartment with Private Terrace,18747467,Kevin,,Cuauhtémoc,19.41191,-99.17396,Entire home/apt,4457,2,0,,,1,39,0,
756862751543912099,Hermoso departamento con doble altura y mucho arte,48614630,Omar,,Cuauhtémoc,19.42588,-99.17437,Entire home/apt,1429,2,0,,,2,85,0,
757085359313195216,Estudio con balcon Rio Lerma # 2,5169041,Marc,,Cuauhtémoc,19.42661,-99.17526,Entire home/apt,721,3,3,2022-12-29,3,9,363,3,
757131937600556212,Super location in the Heart of Roma Norte,165028820,Daniel,,Cuauhtémoc,19.422876489609795,-99.16381135582924,Entire home/apt,1456,2,7,2022-12-25,4.47,1,299,7,
757140011930199333,Acogedor bed and breakfast con jacuzzi,136283068,Val,,Álvaro Obregón,19.3537123,-99.20156569999999,Private room,1200,1,7,2022-12-23,6.36,2,362,7,
757152864616363379,Private Room with TV Beautiful Apartment -Narvarte,13168444,Gabriel,,Benito Juárez,19.39578,-99.14612,Private room,315,3,1,2022-12-13,1,2,8,1,
757476557267307675,Departamento privado (Pequeño) - Nápoles CDMX 4,486254760,Ángel,,Benito Juárez,19.39599,-99.17494,Private room,450,1,5,2022-12-18,3.13,4,364,5,
757482991821231378,Padrisima estancia para viajeros!,438549721,Liliana,,Álvaro Obregón,19.3815,-99.19353,Private room,261,7,2,2022-12-12,2,4,334,2,
757502881634392616,"*7Huespedes, ForoSol, PalacioDept , Autódromo",314059182,JorgeG,,Venustiano Carranza,19.41226,-99.08272,Entire home/apt,450,1,1,2022-12-11,1,3,2,1,
757543007632651135,Alojamiento Diana,485399249,Diana Lorena,,Cuauhtémoc,19.42069,-99.14081,Entire home/apt,800,2,2,2022-12-04,1.58,2,354,2,
760177836576349847,"Departamento, cerca de la Basílica de Guadalupe",486806715,Eduardo,,Cuauhtémoc,19.46213,-99.13867,Private room,250,1,0,,,1,363,0,
760180268772616309,2Bd Artdeco Apartment in Roma Norte / fast WIFI,11288823,Vanessa,,Cuauhtémoc,19.4197732,-99.1614208,Entire home/apt,1760,2,0,,,1,326,0,
757547797119600749,Departamento,331141794,Karen,,Gustavo A. Madero,19.5020673,-99.1282995,Entire home/apt,1350,1,0,,,1,364,0,
761756764394651340,Charming and quiet in Romita,462261014,Magno,,Cuauhtémoc,19.423873,-99.15477179999999,Entire home/apt,1629,2,2,2022-12-16,1.50,12,318,2,
760187660580453048,Un espacio en el corazón de la col. Roma (sancho),432735292,Luis Enrique,,Cuauhtémoc,19.41888,-99.15778,Private room,964,1,1,2022-11-20,0.73,2,90,1,
761790180356809521,Hermoso y comodo departamento.,33650776,Nash,,Benito Juárez,19.39284,-99.13725,Entire home/apt,600,2,1,2022-12-27,1,2,258,1,
761798232606676716,amplio departamento seguridad,27177972,Lorena,,Coyoacán,19.33957,-99.15848,Entire home/apt,1442,1,2,2022-12-17,1.50,1,176,2,
761802958810124239,Grupos grandes que buscan excelente ubicación,51440298,Mau,,Cuauhtémoc,19.41876,-99.15582,Entire home/apt,2929,3,0,,,7,169,0,
757555080336966587,Dulce hogar en Mexico,487243508,Erika,,Cuauhtémoc,19.4087771,-99.1656103,Private room,550,2,2,2022-12-23,2,1,185,2,
760197445737004911,Beautiful 2-bedroom apartment in Roma Norte.,23292354,Adolfo,,Cuauhtémoc,19.4220835,-99.1620209,Entire home/apt,1850,2,3,2022-12-24,3,1,62,3,
757607717674391687,Espectacular y Elegante PH en Polanco plaza Miyana,245573835,Ariana,,Miguel Hidalgo,19.4415,-99.19896,Entire home/apt,6500,1,1,2022-11-21,0.75,1,364,1,
757821480786749495,Roma Sur • Casa Bohemia,484946317,Tamara,,Cuauhtémoc,19.4071039,-99.1628339,Entire home/apt,1777,2,1,2022-12-21,1,2,346,1,
761813092606641456,Vive el SUR de la Ciudad de Mexico III,68572018,Elia,,Tlalpan,19.29342,-99.13064,Private room,250,28,0,,,5,350,0,
761816043490696773,Location- Design & Comfort Fully equipped+ Balcony,418651325,Mike,,Miguel Hidalgo,19.434034729754757,-99.18647842023773,Entire home/apt,2558,2,7,2022-12-11,5.25,27,270,7,
760201206392876894,Bonita recamara en Coyoacán,342908008,Karolina,,Coyoacán,19.3497565,-99.154361,Private room,230,10,4,2022-12-03,3.16,2,87,4,
760206164078841757,"Precioso y super funcional loft, super ubicado",13044773,Enrique,,Cuauhtémoc,19.4013996,-99.16790859999999,Entire home/apt,963,1,2,2022-12-22,2,1,359,2,
761835068566984105,Hip sunny apartment near WTC,13586167,María,,Benito Juárez,19.39667,-99.1776841,Entire home/apt,1500,1,1,2022-11-27,0.88,1,310,1,
757888535755046457,Hermoso Departamento con servicios.,485951460,Bertha,,Miguel Hidalgo,19.4347606,-99.1898468,Entire home/apt,1749,1,4,2022-12-16,3.08,1,361,4,
757902564465396670,Departamento Modernista en Roma Norte sin amueblar,5977862,Jimena,,Cuauhtémoc,19.42302,-99.15765,Entire home/apt,550,180,0,,,2,0,0,
757907901487584475,VH | Loft 1 rec | Gym + washer | Roma Norte | 2,456003891,Virtual Homes,,Cuauhtémoc,19.4204766,-99.1668596,Entire home/apt,1471,1,3,2022-12-07,2.65,7,360,3,
760221185232149468,Hermoso departamento cerca del auditorio BB,487725046,Yael,,Cuauhtémoc,19.40557601933471,-99.17056196812285,Private room,1200,1,0,,,6,364,0,
760231162550965854,Oportunidad Única cerca de ForoSol/T1/Conciertos,129282902,Fer Y Omar,,Venustiano Carranza,19.41724,-99.10808,Entire home/apt,793,2,5,2022-12-23,5,3,77,5,
757946144699795393,Hermosa suite,425028857,Homi,,Miguel Hidalgo,19.44666,-99.17386,Entire home/apt,553,1,6,2022-12-21,4.39,25,362,6,
761874382160523362,Bright Big room Plaza Inn Altavista Home Abundance,105070007,Maria,,Álvaro Obregón,19.35012,-99.18645,Private room,1643,1,1,2022-12-01,1,22,332,1,
761874730644821770,In the heart of CDMX,16868255,Authier,,Cuauhtémoc,19.43099,-99.14281,Entire home/apt,511,2,1,2022-11-30,1,2,164,1,
761892927137960075,Thiers 4. Shared rooftop terrace,56919106,Thiers,,Miguel Hidalgo,19.43283,-99.17988,Private room,4192,2,0,,,12,302,0,
761959679330491508,Departamento cerca a Peri Sur con estacionamiento,171228584,Javier,,La Magdalena Contreras,19.30910374820942,-99.23452846705914,Private room,500,1,0,,,2,364,0,
762085726565885374,Extraordinaria casa a 5 minutos de Lomas y Sta Fe,81293027,Alfredo,,Cuajimalpa de Morelos,19.38109,-99.25528,Entire home/apt,3291,1,0,,,1,178,0,
762126529580470589,Thiers 5. AC. Shared rooftop.,56919106,Thiers,,Miguel Hidalgo,19.433795,-99.17935489999999,Private room,5212,2,0,,,12,303,0,
760234869416669927,Historic respite in grand Hacienda in San Angel,473097917,Casa Otomi,,Álvaro Obregón,19.34973,-99.19935,Private room,6401,2,1,2022-11-19,0.73,6,364,1,
757958376726587809,Hermosa suite,425028857,Homi,,Miguel Hidalgo,19.44715,-99.17369,Entire home/apt,501,1,3,2022-12-23,3,25,356,3,
757965296338450188,Hermosa suite doble con terraza,425028857,Homi,,Miguel Hidalgo,19.44495,-99.17348,Entire home/apt,800,1,6,2022-12-12,4.29,25,365,6,
757976191042961324,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.44506,-99.17178,Entire home/apt,558,1,6,2022-12-17,4.50,25,357,6,
760275051301676982,Vive el SUR de la Ciudad de Mexico V,68572018,Elia,,Tlalpan,19.29133,-99.13011,Private room,300,30,1,2022-11-25,0.86,5,365,1,
760275198281612184,Vive el SUR de la Ciudad de Mexico IV,68572018,Elia,,Tlalpan,19.2924112,-99.13085889999999,Private room,300,30,0,,,5,365,0,
757980917262135641,8 min de WTC - 12 min de Condesa + balcón,485805036,Francisco,,Álvaro Obregón,19.39832,-99.19231,Entire home/apt,401,1,1,2022-11-13,0.64,10,102,1,
757986049491817640,Hermosa suite doble con balcón,425028857,Homi,,Miguel Hidalgo,19.44561,-99.17183,Entire home/apt,700,1,8,2022-12-23,6.49,25,364,8,
757987822715833128,Hermoso loft en zona exclusiva de la CDMX.,67744437,Maria Adela,,Miguel Hidalgo,19.40306,-99.23416,Entire home/apt,1129,5,0,,,12,0,0,
760297767912306328,La Sirena ethereal space in quaint Coyoacan,473097917,Casa Otomi,,Coyoacán,19.34384,-99.16967,Private room,2500,2,0,,,6,293,0,
757988735568544907,8min WTC-12min Condesa+LOFT con balcón,485805036,Francisco,,Álvaro Obregón,19.39852,-99.19063,Entire home/apt,308,1,0,,,10,121,0,
757992345207067758,8 min WTC-12 min Condesa+LOFT terraza y balcón,485805036,Francisco,,Álvaro Obregón,19.39651,-99.19043,Entire home/apt,438,1,1,2022-11-20,0.75,10,125,1,
762158244948466785,Casa Estudio 2D,49547701,Alejandro,,Cuauhtémoc,19.43959,-99.13476,Private room,444,1,3,2022-12-24,3,1,86,3,
762180122411690065,"Reforma, Zona Rosa, 3BR, 2.5BA",3919211,Víctor,,Cuauhtémoc,19.42747,-99.15681,Entire home/apt,1447,2,3,2022-12-12,2.65,50,68,3,
760310099137814705,Belleza y calma depa a 5 mtos de la Condesa,250615224,Gipsy,,Miguel Hidalgo,19.4003699,-99.1746129,Entire home/apt,800,5,0,,,1,82,0,
760326925111122497,Unique and luxury 2BD in the hart of Polanco,178427450,Rodrigo,,Miguel Hidalgo,19.4342602,-99.1955007,Entire home/apt,2889,2,1,2022-12-03,1,13,176,1,
760334162206513730,Trendy condo w/terrace in the heart of Roma Norte,422232833,Marisol,,Cuauhtémoc,19.4206,-99.15635,Entire home/apt,2595,1,6,2022-12-23,4.50,2,317,6,
760349084865893504,Britto 2BR Apartment Walking to Reforma-Fast WiFi!,442065952,Ricardo,,Cuauhtémoc,19.4194722,-99.1555394,Entire home/apt,1053,1,6,2022-12-27,6,34,355,6,
762203505711926342,El corazón de Polanquito,50991799,Vicino,,Miguel Hidalgo,19.4310832,-99.1962523,Entire home/apt,2357,2,3,2022-12-18,2.81,1,106,3,
762222397436704856,Beyond Airbed. Napoles near WTC,49904872,Pedro,,Benito Juárez,19.3874605,-99.177593,Entire home/apt,759,2,3,2022-12-14,2.31,8,86,3,
757996053550912347,8 min de WTC - 12 min de Condesa+LOFT con patio C,485805036,Francisco,,Álvaro Obregón,19.39661,-99.19084,Entire home/apt,286,1,8,2022-12-17,5.71,10,119,8,
758000767508171759,8 min WTC-12 min Condesa+LOFT 2 pisos,485805036,Francisco,,Álvaro Obregón,19.39645,-99.19214,Entire home/apt,369,1,1,2022-12-16,1,10,23,1,
760370642025843539,Magnificient downtown apartment,53453937,Julia,,Cuauhtémoc,19.4308132,-99.1508551,Entire home/apt,1717,2,1,2022-12-25,1,1,325,1,
758037966854720625,"Ipn, cinvestav zacatenco, La villa, Lindavista",424224580,Angel,,Gustavo A. Madero,19.5036631,-99.1254247,Private room,395,1,0,,,3,275,0,
758053484199471384,Hermosa habitación principal para MUJER en Coyoacá,479197751,Isabel,,Coyoacán,19.342063089257095,-99.14592303335667,Private room,779,1,1,2022-11-27,0.91,3,365,1,
758053948331855716,The White Luxury Suite at trendiest Roma Condesa,98685240,Horacio,,Cuauhtémoc,19.41781,-99.16981,Entire home/apt,950,3,4,2022-12-26,3.53,11,356,4,
762226035090969986,La Casa de las Tías habitación 8,163626571,Paul,,Benito Juárez,19.379208155624198,-99.18746135767212,Private room,400,2,2,2022-12-11,2,11,332,2,
762276105272155948,VH | 1 hab+wifi+washer | Narvarte | 263,382880251,Carcho,,Benito Juárez,19.3947476,-99.1505882,Entire home/apt,739,1,6,2022-12-25,5.29,46,363,6,
760432331028289770,Loft 307 ideal para descanso excelente ubicación.,175442219,Lando,,Cuauhtémoc,19.440940058106854,-99.1522590816021,Private room,378,1,9,2022-12-25,7.50,1,303,9,
762305015106169525,Hab. privada cerca del foro sol. QUEEN SIZE,488119310,Hotel,,Iztacalco,19.402297818088435,-99.06669158488512,Private room,384,1,6,2022-12-22,4.62,5,349,6,
762311619366672512,"New Polanco, Excellent Amenities",450033657,Livix,,Miguel Hidalgo,19.4429,-99.20235,Entire home/apt,2327,1,3,2022-12-09,2.31,2,184,3,
762311796298738663,VH Condesa | Departamento cómodo 2 rec + veloz wifi | 216,17875052,Sebastián,,Cuauhtémoc,19.4161493,-99.1691304,Entire home/apt,1183,1,2,2022-12-27,2,51,354,2,
762325185204109611,VH Condesa | Cómodas camas + wifi + diseño único | 3,17875052,Sebastián,,Cuauhtémoc,19.4161493,-99.1691304,Entire home/apt,1183,1,1,2022-11-24,0.81,51,354,1,
758115371678520519,Hermoso loft en Polanco con fantástica vista,424418364,Edgar Mauricio,,Miguel Hidalgo,19.441203,-99.181784,Entire home/apt,1290,1,2,2022-12-25,1.46,1,365,2,
760453697905491359,Excelente ubicación CDMX Departamento completo,49669665,Manuel,,Benito Juárez,19.39612104446059,-99.16393936606437,Entire home/apt,952,1,1,2022-12-27,1,1,333,1,
760478535361866091,Lovely room near Condesa/Roma/Napoles,30783092,Alba,,Miguel Hidalgo,19.40117,-99.17602,Private room,664,3,0,,,1,69,0,
758142391588054616,２４H警備で安心 ! ポランコ徒歩5分の好立地,464825812,Takayasu,,Miguel Hidalgo,19.45007,-99.18141,Shared room,193,2,3,2022-12-12,2.31,1,365,3,
758146386890095975,Cálido e Iluminado departamento 18 en Roma Norte,466449516,Margaret,,Cuauhtémoc,19.4216,-99.15858,Private room,1420,1,1,2022-11-22,0.77,11,365,1,
762328880435095033,hab. privada cerca del Foro Sol. QUEEN SIZE,488119310,Hotel,,Iztacalco,19.4022715,-99.0666974,Private room,384,1,8,2022-12-19,7.27,5,341,8,
762332657340517575,Hab. Privada cerca del Foro Sol. QUEEN SIZE,488119310,Hotel,,Iztacalco,19.4022715,-99.0666974,Private room,384,1,9,2022-12-18,6.92,5,351,9,
760696950808529455,Large bright 2 bedroom in central roma norte,10693191,Cody,,Cuauhtémoc,19.41871,-99.15817,Entire home/apt,2000,4,0,,,2,0,0,
760722554226154435,The perfect space with La Sirena’s getaway,473097917,Casa Otomi,,Coyoacán,19.34188,-99.17154,Private room,3500,2,0,,,6,352,0,
760743766731416707,Mossy green room in cozy Coyoacan,473097917,Casa Otomi,,Coyoacán,19.34162,-99.17164,Private room,2960,2,1,2022-11-23,0.81,6,352,1,
760746227450113994,En el corazón de la Roma (Quijote),432735292,Luis Enrique,,Cuauhtémoc,19.41806,-99.15576,Private room,829,1,1,2022-11-26,0.88,2,365,1,
762334163751364150,Hab. Privada cerca del Foro Sol. QUEEN SIZE,488119310,Hotel,,Iztacalco,19.4022715,-99.0666974,Private room,384,1,16,2022-12-27,12.97,5,333,16,
762335896058784155,Habitación privada cerca del Foro Sol. KING SIZE,488119310,Hotel,,Iztacalco,19.4022715,-99.0666974,Private room,414,1,11,2022-12-28,8.46,5,344,11,
762355369402824584,VH | 3 habt Polanco | wifi & parking | 105,456183088,Virtual Homes,,Miguel Hidalgo,19.4361073,-99.1924892,Entire home/apt,2768,1,4,2022-12-27,3.33,7,354,4,
758200287370049800,Lifestyle San Angel,51316405,Yair,,Álvaro Obregón,19.34128,-99.19157,Private room,742,1,0,,,2,360,0,
758249362507899976,Habit con baño Privado Reforma Angel Independencia,185238567,Reforma,,Cuauhtémoc,19.43093,-99.16832,Private room,387,2,5,2022-12-11,3.85,18,362,5,
758288600053294765,Mr. W | Roma | Incredible View Loft,10764020,Mr. W,,Cuauhtémoc,19.4148111,-99.15654359999999,Entire home/apt,2232,1,1,2022-12-06,1,231,346,1,
758326859356180265,Edificio moderno con habitación privada,249681589,Aldo Alexis,,Iztacalco,19.39406,-99.09213,Private room,650,1,6,2022-12-05,4.62,3,61,6,
760759744157660839,Apartment in the heart of Mexico City - Roma Norte,22393291,Ignasi,,Cuauhtémoc,19.4112706,-99.16336640000002,Entire home/apt,950,12,0,,,1,340,0,
762359220309224532,Departamento cerca del Foro Sol,488131426,Leticia,,Iztacalco,19.393341541358783,-99.08584283943205,Entire home/apt,710,2,2,2022-12-04,1.87,1,361,2,
762368982144117752,Bonito Apartamento Foro Sol Aeropuerto CD MX Tapo,435346216,Rocío,,Venustiano Carranza,19.441675129334616,-99.11077503114939,Entire home/apt,520,1,1,2022-12-11,1,8,85,1,
760807360709334350,Habitaciones sencillas para trabajadores 4 camas,207240505,Luis,,Cuauhtémoc,19.46006,-99.14649,Private room,800,7,0,,,81,365,0,
758518682016630169,New and Lovely 2-bedroom Condo with Great Location,227518420,Javier,,Venustiano Carranza,19.41576,-99.09543,Entire home/apt,600,1,15,2022-12-20,10.23,1,339,15,
760840330128362561,Spacious Bright Apt w/ Park View + Pvt Balcony,6573910,Cristina,,Cuauhtémoc,19.43733,-99.15371,Entire home/apt,1461,2,1,2022-12-14,1,21,364,1,
758603486339523521,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.44572,-99.17384,Entire home/apt,558,1,9,2022-12-27,6.59,25,352,9,
758628541075348492,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.44704,-99.17407,Entire home/apt,558,1,6,2022-12-19,4.50,25,350,6,
758636300070294821,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.4454,-99.17175,Entire home/apt,558,1,7,2022-12-28,5.38,25,350,7,
758644507165294035,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.44543,-99.17374,Entire home/apt,564,1,5,2022-12-02,3.57,25,352,5,
758653063299432732,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.44499,-99.172,Entire home/apt,558,1,12,2022-12-22,9.00,25,360,12,
760841943283047018,Hermosa Casa del Colibrí c/patio y estacionamiento,160165708,Ana,,Coyoacán,19.34,-99.15863,Entire home/apt,1350,1,4,2022-12-18,4,3,362,4,
760850514682612801,Recamara muy tranquila en zona centrica,487843918,Marcos,,Miguel Hidalgo,19.4241283,-99.20332890000002,Private room,650,2,1,2022-11-20,0.75,1,307,1,
762369412503593323,Beautiful 1 Bedroom apartment Polanco area,62271021,Grand Polanco,,Miguel Hidalgo,19.432644,-99.1895158,Entire home/apt,2501,1,0,,,4,356,0,
760859076054990040,Chihuahua beautiful 3bdrm apt- heart of Roma Norte,58251520,Gus,,Cuauhtémoc,19.41826,-99.16224,Entire home/apt,2398,2,3,2022-12-27,2.31,1,308,3,
762373166315404650,Polanco Suite Ejecutiva AAA,96433818,Manuel,,Miguel Hidalgo,19.4300326,-99.1790575,Entire home/apt,648,1,5,2022-12-16,4.05,8,266,5,
762375472636646087,Habitación Individual Ángeles,453329487,Angeles,,Venustiano Carranza,19.44462,-99.08943,Private room,342,1,5,2022-12-18,3.66,6,364,5,
762378503183057884,VH Roma Nte | Loft con diseño industrial + Washer + roof | 301,456169905,Virtual Homes,,Cuauhtémoc,19.4238246,-99.161421,Entire home/apt,1378,1,0,,,30,349,0,
762379025306054975,Hermoso Departamento Ángeles,453329487,Angeles,,Venustiano Carranza,19.44393,-99.08886,Private room,583,1,1,2022-11-28,0.94,6,365,1,
758671755779014022,"Beautiful 2bedroom apt with incredible view, pool",2237364,Ricardo,,Álvaro Obregón,19.3514198,-99.20139259999999,Entire home/apt,1500,5,0,,,1,305,0,
758677921936875615,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.44699,-99.17221,Entire home/apt,558,1,7,2022-12-25,6.18,25,353,7,
760879634488968181,Habitación Privada en La Raza 2,192181021,María Bárbara,,Cuauhtémoc,19.46563,-99.14151,Private room,257,3,2,2022-11-26,1.40,2,17,2,
758689655648318303,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.44626,-99.17385,Entire home/apt,558,1,3,2022-12-05,2.50,25,0,3,
758696563080043729,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.44522,-99.17174,Entire home/apt,558,1,6,2022-12-08,4.29,25,0,6,
758715204038380743,Spectacular loft in the heart of Roma Norte!,478836566,Alberto,,Cuauhtémoc,19.421939,-99.1595614,Entire home/apt,639,2,2,2022-12-06,1.82,15,166,2,
758726403125124440,Cómoda recámara / Foro Sol,382592817,Mitchell Angel,,Iztacalco,19.39299,-99.0917,Private room,500,1,5,2022-12-01,3.66,3,361,5,
758733865359427158,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.44687,-99.17366,Entire home/apt,567,1,5,2022-12-27,3.57,25,360,5,
758752430871815867,El estudio del Tlacuache,477401470,Manolita,,Coyoacán,19.34227,-99.17429,Entire home/apt,600,2,2,2022-12-17,2,2,355,2,
758756417524692795,Casa Lis Art Deco/Private Terrace/High speed Wifi,128013741,Paulo,,Cuauhtémoc,19.41326,-99.16688,Entire home/apt,1969,2,2,2022-12-04,1.82,2,335,2,
758766463313304614,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.44501,-99.17223,Entire home/apt,558,1,4,2022-12-10,3.00,25,357,4,
762383424895215986,Great ubication in Reforma/Polanco/Chapultepec.,462261014,Magno,,Cuauhtémoc,19.4300731,-99.17144449999999,Entire home/apt,1420,2,1,2022-11-23,0.79,12,361,1,
760885975721927543,Habitación privada tipo loft zona céntrica cdmx,275374662,Oscar Daniel,,Cuauhtémoc,19.4384,-99.1609,Private room,199,1,8,2022-12-24,8,1,88,8,
762383581281206689,Habitación Con Baño | Condesa,355611385,Ana,,Cuauhtémoc,19.41717,-99.16633,Private room,650,1,1,2022-11-21,0.75,4,90,1,
762388327747128139,la mejor ubicación de méxico (GL),7681206,Javier,,Cuauhtémoc,19.40887,-99.18108,Entire home/apt,2429,2,2,2022-12-22,1.82,13,303,2,
762388367940514248,Habitación Individual | Condesa,355611385,Ana,,Cuauhtémoc,19.41499,-99.16768,Private room,380,1,2,2022-12-15,1.54,4,88,2,
762389121779995931,Bonito Departamento Ángeles,453329487,Angeles,,Venustiano Carranza,19.44561,-99.08907,Private room,520,1,2,2022-11-27,1.46,6,365,2,
758771791186867837,Departamento particular,487328330,Adán,,Iztacalco,19.4003189,-99.0586125,Entire home/apt,350,1,5,2022-12-11,3.66,1,357,5,
760890805242161934,"Departamento con jardín, excelente ubicación",158059888,Héctor Luis,,Benito Juárez,19.38521,-99.15284,Entire home/apt,563,2,5,2022-12-23,3.85,1,301,5,
758789883085805986,Hermosa suite doble,425028857,Homi,,Miguel Hidalgo,19.44648,-99.17406,Entire home/apt,558,1,3,2022-11-28,2.25,25,359,3,
762420725894669149,Thiers 6. AC. Shared rooftop.,56919106,Thiers,,Miguel Hidalgo,19.43331,-99.17825,Private room,5212,2,0,,,12,303,0,
760936394971944574,VH | Depa en Narvarte | 2 rec wifi & terraza | 114,17875052,Sebastián,,Benito Juárez,19.3899036,-99.1517123,Entire home/apt,939,1,5,2022-12-22,3.49,51,357,5,
762421089759624969,Belle appartement avec jolie vue,190971915,Baptiste,,Álvaro Obregón,19.38838,-99.19054,Private room,493,1,3,2022-11-26,2.20,1,270,3,
762422473717352663,Thiers 7. AC. Shared rooftop.,56919106,Thiers,,Miguel Hidalgo,19.43299,-99.17855,Private room,5221,2,0,,,12,49,0,
758790943675786952,Precioso Loft en la Condesa,148834475,José Antonio,,Cuauhtémoc,19.405460283914977,-99.17113288156737,Entire home/apt,2550,2,1,2022-12-20,1,2,365,1,
760954685749672551,Hermosa Cozy Suite en el Corazón de la Condesa,119949635,Jonathan,,Cuauhtémoc,19.40787,-99.17377,Entire home/apt,793,2,8,2022-12-20,5.58,4,353,8,
758823310952308202,Hermosa suite doble con balcón,425028857,Homi,,Miguel Hidalgo,19.44568,-99.17406,Entire home/apt,700,1,6,2022-12-27,5.00,25,355,6,
758827030772741294,"Comfy Apt, Park View & Pvt Balcony + 24/7 Doorman",6573910,Cristina,,Cuauhtémoc,19.43924,-99.15183,Entire home/apt,1521,1,2,2022-12-14,1.67,21,362,2,
758830188028237731,Spectacular loft in the best area of Roma Norte!,478836566,Alberto,,Cuauhtémoc,19.421939,-99.1595614,Entire home/apt,756,2,2,2022-12-04,2,15,319,2,
758833761780564518,Hermosa suite doble con balcón,425028857,Homi,,Miguel Hidalgo,19.44697,-99.1722,Entire home/apt,701,1,5,2022-12-18,3.66,25,364,5,
762422970935291663,"Roma Nte
Gran Depa Estilo Único",487627497,Christian Enmanuel,,Cuauhtémoc,19.42351112802714,-99.16092890740967,Entire home/apt,1397,1,3,2022-11-29,2.20,8,360,3,
762424079327482434,8min WTC+LOFT privado con Patio B,485805036,Francisco,,Álvaro Obregón,19.39868,-99.19076,Entire home/apt,312,1,4,2022-12-14,2.93,10,346,4,
760976531777207569,VH | Condesa | 4 habt + parking & wifi | 196,22758914,Raquel,,Cuauhtémoc,19.40911031035829,-99.17221287878445,Entire home/apt,2554,1,2,2022-12-09,1.76,92,352,2,
760979310116743199,"! Hermosa Suite Trébol !  frente al parque, WTC",487873827,Laura,,Benito Juárez,19.39072,-99.17897,Entire home/apt,645,4,7,2022-12-20,5.53,3,206,7,
758861093672562593,Excelente recámara a 3 calles de reforma económica,484559972,Leobardo,,Cuauhtémoc,19.43571,-99.16543,Private room,400,2,11,2022-12-22,8.68,1,364,11,
758875904456271626,"Habitación disponible en Narvarte, Modo Roomie",479422711,Norman,,Benito Juárez,19.39626167189554,-99.1516412953313,Private room,458,3,0,,,2,362,0,
760993985742815727,VH | Narvarte | wifi + fácil check in | 116,17875052,Sebastián,,Benito Juárez,19.3899036,-99.1517123,Entire home/apt,988,1,1,2022-11-23,0.79,51,365,1,
760994046336797779,VH | Escandón Suite | washer & rooftop | 235,17875052,Sebastián,,Miguel Hidalgo,19.406736,-99.1825291,Private room,563,1,0,,,51,365,0,
760998550749689023,Lovely bedroom in beautiful apartment with patio,74590807,Hannah,,Cuauhtémoc,19.42233,-99.1631,Private room,1300,2,1,2022-11-21,0.75,1,252,1,
758883158635643440,Ubicadísimo departamento en colonia del Valle Sur,130771573,Veronica,,Benito Juárez,19.3719822,-99.16522700000002,Entire home/apt,800,3,6,2022-12-15,4.62,1,177,6,
762424198605037394,"Bello rinconcito de Coyoacán, con desayuno!",462435223,María Del Pilar,,Coyoacán,19.3485184,-99.1522456,Private room,726,2,2,2022-12-17,2,2,176,2,
762424309946833052,8 min de WTC-12 min de Condesa+LOFT balcón/terraza,485805036,Francisco,,Álvaro Obregón,19.39699,-99.19236,Entire home/apt,319,1,5,2022-12-21,3.85,10,156,5,
762424694201221893,Thiers 8. AC. Shared rooftop.,56919106,Thiers,,Miguel Hidalgo,19.43444,-99.17844,Private room,5212,1,0,,,12,303,0,
762426283436716132,Thiers 9. AC. Shared rooftop.,56919106,Thiers,,Miguel Hidalgo,19.433795,-99.17935489999999,Private room,5212,1,0,,,12,303,0,
762429626850430380,Thiers 10. AC. Shared rooftop.,56919106,Thiers,,Miguel Hidalgo,19.433795,-99.17935489999999,Private room,1145,2,0,,,12,303,0,
761007228202948152,Baikal 203,149776009,Salo,,Cuauhtémoc,19.423460228084195,-99.16510826560669,Entire home/apt,2843,2,3,2022-12-11,2.65,3,339,3,
762492971650609206,Habitación con ventanal y balcón,345138168,Juan Alberto,,Benito Juárez,19.39963,-99.15513,Private room,1200,1,0,,,2,90,0,
